name,tot_req,tot_req[M],uniq_obj,%uniq_obj/tot_req,reads,writes,heads,copys,deletes,other,%reads/tot_req,%writes/tot_req,%heads/tot_req,%copys/tot_req,%delete/tot_req,%other/tot_req,get_once,%get_once/obj,write_only,%write_only/obj,head_no_reads,one_head_with_read,num_few_heads_with_reads,count_few_heads_with_reads,avg_head_get_time[ms],median_head_get_time[ms],avg_size,median_size,zero_size,size_up_1MB,size_1MB_10MB,size_10MB_100MB,size_100MB_1GB,size_1GB_10GB,size_above_10GB,per_obj_num_reads_eq_0,per_obj_num_reads_eq_1,per_obj_num_reads_2_10,per_obj_num_reads_10_100,per_obj_num_reads_100_1K,per_obj_num_reads_1K_10K,per_obj_num_reads_10K_100K,per_obj_num_reads_100K_1M,per_obj_num_reads_above_1M,per_get_time_diff_less_1sec,per_get_time_diff_1sec_1m,per_get_time_diff_1m_1h,per_get_time_diff_1h_24h,per_get_time_diff_above_24h,per_obj_avg_time_diff_less_1sec,per_obj_avg_time_diff_1sec_1m,per_obj_avg_time_diff_1m_1h,per_obj_avg_time_diff_1h_24h,per_obj_avg_time_diff_above_24h,per_obj_median_time_diff_less_1sec,per_obj_median_time_diff_1sec_1m,per_obj_median_time_diff_1m_1h,per_obj_median_time_diff_1h_24h,per_obj_median_time_diff_above_24h
IBMObjectStoreTrace045Part0,39906232,39.906232,11020940,27.617089982336594,16771825,10992623,513163,0,11628621,0,42.02808473623869,27.54613114061984,1.2859219582545403,0.0,29.139862164886924,0.0,383280,3.477743277796631,383280,39.26919119421755,511288,696,1179,544,269.48548387096776,186.0,1072618.674375461,37423,170,10266324,396855,356263,7,0,0,4904058,383280,5722888,10704,10,0,0,0,0,17857,5638020,16442,40928,20355,17857,5638020,16442,40928,20355,17862,5647928,17617,33553,16642
IBMObjectStoreTrace046Part0,112548,0.112548,28,0.024878274158581227,76240,0,36308,0,0,0,67.73998649465118,0.0,32.26001350534883,0.0,0.0,0.0,0,0.0,0,0.0,0,32528,3780,1878,15.630297041213742,7.0,2154180.035714286,595898.5,0,16,11,1,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28
IBMObjectStoreTrace047Part0,280000,0.28,10000,3.571428571428571,280000,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,111563.4352,100396.5,0,9976,24,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,10000,0,0,0,0,10000
IBMObjectStoreTrace048Part0,3868895,3.868895,459379,11.873648677464754,58053,22882,3787955,0,5,0,1.500505958419652,0.5914350221445658,97.90792978356869,0.0,0.00012923586708866487,0.0,20445,4.450573491604971,20445,0.1436722183643571,3697490,26889,63576,8461,69646.26888260254,12.0,175520.753404052,21156,0,446475,12400,504,0,0,0,434254,20445,4391,289,0,0,0,0,0,0,2647,25,1855,153,0,2647,25,1855,153,0,2647,47,1627,359
IBMObjectStoreTrace049Part0,24883053,24.883053,11884679,47.762141566792465,1162637,11859375,13,0,11861028,0,4.672404949665943,47.66044986521549,5.224439300113213e-05,0.0,47.66709294072557,0.0,1162247,9.779372248926538,1162247,89.99299854880388,9,4,0,0,1017.25,691.0,230735.03780760863,81907.0,2440,11379559,479747,0,0,0,0,10722237,1162247,195,0,0,0,0,0,0,0,1,194,0,0,0,1,194,0,0,0,1,194,0,0
IBMObjectStoreTrace050Part0,25306663,25.306663,12097045,47.801818042939914,1162633,12069839,45,0,12074146,0,4.594177430663221,47.69431275865965,0.00017781878234992895,0.0,47.71133199189478,0.0,1162243,9.607660383176222,1162243,90.1802960971047,24,21,0,0,2565.809523809524,1942,16292.776570000087,12566.0,0,12071942,0,0,0,0,0,10934607,1162243,195,0,0,0,0,0,0,0,1,194,0,0,0,1,194,0,0,0,1,194,0,0
IBMObjectStoreTrace051Part0,4395410,4.39541,2020670,45.972275623889466,4383374,12036,0,0,0,0,99.72616888981915,0.27383111018084777,0.0,0.0,0.0,0.0,971938,48.09978868395136,971938,0.0049488535980640085,0,0,0,0,0,0,31234.51727248883,6679.0,0,2020655,15,0,0,0,0,120,971938,1042567,6045,0,0,0,0,0,85,303,4849,129098,914277,85,303,4849,129098,914277,85,576,5379,141748,900824
IBMObjectStoreTrace052Part0,628483,0.6284829999999999,310612,49.422498301465595,150715,209464,7527,0,260777,0,23.980760020557437,33.3285068967657,1.1976457597102865,0.0,41.49308732296657,0.0,135655,43.67345756120176,135655,41.245347893835394,0,7527,0,0,213.60661618174572,105,11351930.732747022,25726,0,143666,88885,34867,3608,275,0,167427,135655,7530,0,0,0,0,0,0,0,717,6813,0,0,0,717,6813,0,0,0,717,6813,0,0
IBMObjectStoreTrace053Part0,4498260,4.49826,375327,8.343826279494738,3139205,254143,1102791,0,2121,0,69.78709545468692,5.6498068141903754,24.515946165850796,0.0,0.04715156527190514,0.0,29032,7.735121640596067,29032,15.945828570819579,10101,961130,131560,58607,373.5734929692656,24,853487.7564776557,3958.0,6030,351182,18744,3009,249,22,0,65708,29032,186515,93365,684,22,1,0,0,1923,231,1287,274649,2497,1923,231,1287,274649,2497,2441,14893,25370,237262,621
IBMObjectStoreTrace054Part0,35597,0.035597000000000004,7902,22.198499873584854,34939,314,38,0,306,0,98.15152962328287,0.8820968059106103,0.10675056886816305,0.0,0.8596230019383656,0.0,78,0.9870918754745633,78,0.3416856492027335,38,0,0,0,0,0,254504.92109929078,491.0,0,7873,12,11,0,0,0,58,78,7765,0,0,1,0,0,0,0,174,0,5847,1745,0,174,0,5847,1745,0,174,5,5842,1745
IBMObjectStoreTrace055Part0,7657081,7.657081,4183374,54.63405702512485,3569701,4079433,7947,0,0,0,46.61960608748947,53.27660762632653,0.10378628618399101,0.0,0.0,0.0,1018770,24.352830992399916,1018770,55.734820745168854,1,7946,0,0,81.13189025924994,50.0,3348138.174566032,1933031.0,0,1340071,2610974,232329,0,0,0,2331600,1018770,831209,1369,426,0,0,0,0,3148,9192,61852,758601,211,3148,9192,61852,758601,211,3404,9241,61728,758409,222
IBMObjectStoreTrace056Part0,4973455,4.9734549999999995,71849,1.4446496449651198,2487571,89223,2390307,6354,0,0,50.01696004085691,1.7939842624493436,48.06129742804549,0.12775826864825357,0.0,0.0,13864,19.296023605060615,13864,2.147559464989074,1791354,108724,490229,59974,2826261.744774686,6.0,1737581.3961363414,108,19,67456,2266,1951,176,0,0,23303,13864,26104,3365,5066,130,17,0,0,7943,5126,2343,12399,6871,7943,5126,2343,12399,6871,9329,10450,554,7433,6916
IBMObjectStoreTrace057Part0,4308574,4.308573999999999,64607,1.4994984419439008,2259456,79919,1963868,5331,0,0,52.44092360952835,1.854882845229071,45.58046351298597,0.12373003225661205,0.0,0.0,11805,18.272013868466267,11805,2.1777825932174535,1361625,94787,507456,67817,2377525.6227952573,6.0,1723304.4964787096,71,264,60779,2147,1498,183,0,0,19730,11805,21121,7813,4035,88,15,0,0,6485,3596,1962,10536,10493,6485,3596,1962,10536,10493,7430,8200,341,6608,10493
IBMObjectStoreTrace058Part0,72000000,72.0,1448911,2.012376388888889,253512,798968,69986148,372099,589273,0,0.35209999999999997,1.1096777777777778,97.20298333333334,0.5168041666666666,0.8184347222222224,0.0,133228,9.195043725943139,133228,0.0386497169253322,68232779,10137,1743232,173343,1914.9248310442556,207.0,63732645.35783114,5018,528605,1037081,98022,14294,297778,2,0,1305063,133228,7541,2976,102,1,0,0,0,2517,4937,2682,484,0,2517,4937,2682,484,0,2906,4552,2677,485,0
IBMObjectStoreTrace058Part1,67833095,67.833095,1702275,2.509505131676507,383964,957313,65301795,457711,732312,0,0.5660422836375076,1.4112771944137297,96.26834069711842,0.6747606017387235,1.0795792230916192,0.0,164083,9.63904187043809,164083,0.03371958114875681,62992750,3404,2305641,218436,603207.9979760187,60.0,58181271.099889085,4644,628755,1221605,100987,16301,362351,3,0,1528902,164083,5550,3704,24,11,1,0,0,1292,3109,1269,1622,1998,1292,3109,1269,1622,1998,1424,2996,1397,1549,1924
IBMObjectStoreTrace059Part0,1851095,1.851095,53284,2.878512448037513,454334,37480,1352038,0,7243,0,24.544067160248392,2.024747514309098,73.03990340852306,0.0,0.39128191691944497,0.0,294,0.5517603783499737,294,29.297725395991293,1114288,153240,84510,33296,385.9266039799288,13.0,1426365.5530566038,357291,7027,33706,12286,310,73,0,0,29506,294,10636,12484,363,1,0,0,0,9528,3748,1294,8415,499,9528,3748,1294,8415,499,9528,4546,499,4075,4836
IBMObjectStoreTrace060Part0,2925183,2.925183,148762,5.085562168247251,908429,110913,1905841,0,0,0,31.05545875249514,3.791660214078914,65.15288103342594,0.0,0.0,0.0,0,0.0,0,74.55667441954262,0,407460,1498381,488605,257.7700680196191,6,587.1470671273578,530.0,0,148762,0,0,0,0,0,110912,0,1,37849,0,0,0,0,0,1,0,0,0,37849,1,0,0,0,37849,1,0,0,0,37849
IBMObjectStoreTrace061Part0,10557378,10.557378,3026,0.028662419778850392,1597890,20,8959468,0,0,0,15.1352921151445,0.00018944097672736544,84.86451844387878,0.0,0.0,0.0,0,0.0,0,0.0,268825,385950,8304693,1083658,67.09448165769375,35.0,78249.6787838731,3037.0,249,2980,42,4,0,0,0,249,0,0,0,2776,1,0,0,0,0,0,0,0,2777,0,0,0,0,2777,0,0,0,0,2777
IBMObjectStoreTrace062Part0,4821600,4.8216,536876,11.134810021569603,4556807,264793,0,0,0,0,94.50819230131077,5.491807698689232,0.0,0.0,0.0,0.0,164739,30.68473912039279,164739,49.238185353787465,0,0,0,0,0,0,618943.1960676209,220162.0,0,527549,8229,648,441,9,0,264452,164739,95067,10808,1295,404,111,0,0,322,13252,29760,26376,37975,322,13252,29760,26376,37975,328,13467,31901,26227,35762
IBMObjectStoreTrace063Part0,65000000,65.0,13295797,20.45507230769231,1218814,6800726,37310568,6434710,13235182,0,1.8750984615384616,10.462655384615385,57.40087384615384,9.899553846153847,20.361818461538462,0.0,1157464,8.705487907193529,1157464,0.013131969448691192,34880363,6019,2424186,1212075,7.409492206676989,6.0,91726.60789363991,281.0,0,13182492,102109,0,6099,0,0,12107671,1157464,30662,0,0,0,0,0,0,0,23596,6909,157,0,0,23596,6909,157,0,0,23596,6909,157,0
IBMObjectStoreTrace063Part1,65000000,65.0,13283136,20.435593846153846,1219876,6797069,37320344,6433697,13229014,0,1.8767323076923077,10.457029230769232,57.41591384615384,9.897995384615385,20.352329230769232,0.0,1160342,8.735452230557602,1160342,0.004953649499636231,34883201,1701,2435442,1217701,7.575260660553288,6.0,91103.25485842081,219.0,0,13175753,101063,0,5998,0,0,12093027,1160342,29767,0,0,0,0,0,0,0,24806,4961,0,0,0,24806,4961,0,0,0,24806,4961,0,0
IBMObjectStoreTrace063Part2,65000000,65.0,13292148,20.449458461538462,1181794,6800653,37294407,6460790,13262356,0,1.8181446153846155,10.462543076923076,57.37601076923077,9.939676923076924,20.403624615384615,0.0,1130170,8.5025384911453,1130170,0.0,34930819,0,2363588,1181794,7.681227015875863,6.0,78632.32438092958,184,0,13218856,68104,0,5187,0,0,12136166,1130170,25812,0,0,0,0,0,0,0,19631,6181,0,0,0,19631,6181,0,0,0,19631,6181,0,0
IBMObjectStoreTrace063Part3,62829616,62.829616,12851879,20.455128995217798,1178734,6608784,36034020,6199821,12808257,0,1.8760802230591382,10.518580918909324,57.35196599005157,9.867672913996483,20.385699953983487,0.0,1123400,8.741134273050656,1123400,0.005983560847406049,33679935,2793,2351292,1175640,7.743703715018164,6,87367.58148426343,219,0,12768471,77342,0,5558,0,0,11700812,1123400,27667,0,0,0,0,0,0,0,22000,5667,0,0,0,22000,5667,0,0,0,22000,5667,0,0
IBMObjectStoreTrace064Part0,658198,0.658198,4439,0.6744171206840495,653704,1031,3463,0,0,0,99.317226731166,0.15663979531994932,0.5261334735140489,0.0,0.0,0.0,364,8.20004505519261,364,22.12209957197567,0,3463,0,0,368.32255269997114,243,29546051.373732824,3973096,0,1496,1289,1633,21,0,0,982,364,878,1394,720,90,11,0,0,1481,1568,43,0,1,1481,1568,43,0,1,1461,1586,45,0,1
IBMObjectStoreTrace065Part0,693021,0.693021,3188,0.46001492018279383,280021,1444,411433,0,123,0,40.405846287486234,0.20836309433624667,59.36804223825829,0.0,0.017748379919223227,0.0,41,1.2860727728983687,41,33.72020075282309,82,170961,240390,75522,588.5737921073664,16,1573240.520391517,355954,246,2300,753,7,5,0,0,1280,41,168,428,1269,2,0,0,0,1,167,0,21,1678,1,167,0,21,1678,3,167,0,18,1679
IBMObjectStoreTrace066Part0,1041474,1.041474,58593,5.625968579148399,305505,1009,734804,0,156,0,29.333905599179623,0.09688191927979,70.5542337110672,0.0,0.01497877047338676,0.0,384,0.6553683887153755,384,0.12117488437185328,709326,201,25277,11174,27808.38610989011,31,684960750.7040675,1206328,803,24817,24128,3254,3032,1371,1837,53562,384,2934,437,1264,12,0,0,0,1,60,2973,1601,12,1,60,2973,1601,12,1,61,2972,1601,12
IBMObjectStoreTrace067Part0,5456514,5.456514,59315,1.087049350556051,98588,13290,5344102,179,355,0,1.8067945944975123,0.2435620984386735,97.93985683900014,0.0032804827404456396,0.006505985323230179,0.0,308,0.519261569586108,308,8.065413470454354,5199733,69977,74392,15578,14372.413909181229,58,12813721.584235374,2966480.0,4529,24365,25941,7979,991,31,3,51925,308,5088,1994,0,0,0,0,0,75,367,1624,3563,1453,75,367,1624,3563,1453,76,381,1726,4221,678
IBMObjectStoreTrace068Part0,8967728,8.967728,87805,0.9791220251104851,4894257,86503,3980927,6041,0,0,54.576331931566166,0.9646032975130379,44.39170099717565,0.06736377374514481,0.0,0.0,12917,14.711007345823132,12917,1.8757473947952847,3247453,199676,533798,62835,2005995.876203283,8,1681154.5371561984,71,49,82964,2207,2429,203,2,0,30727,12917,24920,4151,14948,124,18,0,0,7694,5646,2547,11708,16566,7694,5646,2547,11708,16566,8214,11668,1966,5814,16499
IBMObjectStoreTrace069Part0,2376315,2.376315,793355,33.385935787132595,792256,791932,0,0,792127,0,33.33968770975228,33.326053153727514,0.0,0.0,33.3342591365202,0.0,791884,99.81458489579066,791884,0.14394564854321204,0,0,0,0,0,0,130330.62659892334,84794.0,74,775148,18042,0,0,0,0,1307,791884,164,0,0,0,0,0,0,0,0,164,0,0,0,0,164,0,0,0,0,164,0,0
IBMObjectStoreTrace070Part0,2411287,2.4112869999999997,810878,33.628431621785374,792240,809435,0,0,809612,0,32.855483399528964,33.56858806106449,0.0,0.0,33.57592853940655,0.0,791848,97.65316114138008,791848,2.303182476278799,0,0,0,0,0,0,14204.351232135941,10935.0,0,810706,0,0,0,0,0,18857,791848,173,0,0,0,0,0,0,4,6,163,0,0,4,6,163,0,0,4,6,163,0,0
IBMObjectStoreTrace071Part0,54933,0.054933,2,0.003640798791254801,45878,0,9051,4,0,0,83.51628347259388,0.0,16.476434929823604,0.007281597582509602,0.0,0.0,0,0.0,0,0.0,5,2613,6433,359,671.8381561238224,619.0,2498616411.0,2498616411.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
IBMObjectStoreTrace072Part0,1532048,1.532048,335547,21.901859471765896,1301996,229872,180,0,0,0,84.9840213883638,15.004229632491933,0.011748979144256577,0.0,0.0,0.0,181295,54.02968883643722,181295,21.437533341081874,163,17,0,0,98445698.64705883,45966871,95935.13487827338,77580,0,335112,316,119,0,0,0,72096,181295,67753,13729,495,179,0,0,0,30,376,1463,15937,64350,30,376,1463,15937,64350,30,380,2904,16610,62232
IBMObjectStoreTrace073Part0,261214,0.261214,991,0.37938242207538647,216349,103,44639,9,114,0,82.82442748091603,0.03943127091197256,17.089053419801388,0.0034454508563859514,0.04364237751422206,0.0,0,0.0,0,0.0,14735,29379,525,217,1537.6035275037168,788.0,1719526.1530612244,2015638.0,241,274,706,0,0,0,0,252,0,0,329,410,0,0,0,0,0,66,17,96,560,0,66,17,96,560,0,88,1,650,0
IBMObjectStoreTrace074Part0,1516102,1.516102,1530,0.10091669294018477,373602,376530,765658,234,78,0,24.64227340904504,24.83540025671096,50.50174724391895,0.015434317743792964,0.005144772581264321,0.0,364,23.79084967320261,364,0.0,25953,11487,728218,361379,20238.897480596246,6.0,83086.16862745098,0.0,835,1500,30,0,0,0,0,765,364,275,17,68,32,9,0,0,56,5,38,240,62,56,5,38,240,62,101,4,32,202,62
IBMObjectStoreTrace075Part0,57759322,57.759322,43721771,75.69647545378044,10580122,1399479,3464219,0,42315502,0,18.31760075023041,2.4229491474986498,5.9976794741461825,0.0,73.26177062812475,0.0,175926,0.4023761983475006,175926,0.06808049930090893,32914,3278961,152344,72483,143.7112104513756,6.0,560610.9835694405,5923.0,30003,1352934,37624,15628,67,28,1,42362947,175926,937969,244172,706,41,10,0,0,188640,20685,97456,871986,4131,188640,20685,97456,871986,4131,224646,173612,193284,589752,1604
IBMObjectStoreTrace076Part0,7300887,7.3008869999999995,501662,6.871247288171971,5187823,0,2096564,2064,14436,0,71.05743452816075,0.0,28.716565535119226,0.02827053753879494,0.19772939918122276,0.0,0,0.0,0,0.0,3762,2092762,40,20,62.72472096950375,27.0,23399186.671312697,21997445.0,1104,1104,18354,467768,0,0,0,1369,0,86805,413488,0,0,0,0,0,1,0,8677,491615,0,1,0,8677,491615,0,1,0,2862,491324,6106
IBMObjectStoreTrace077Part0,213162,0.21316200000000002,23179,10.873889342378098,106096,1221,105845,0,0,0,49.77247351779398,0.5728037830382526,49.65472269916777,0.0,0.0,0.0,2652,11.441390914189569,2652,0.08197074938521938,192,105037,616,308,1690.5051117755945,39,70699.47922688641,1845,0,23117,53,9,0,0,0,81,2652,20439,7,0,0,0,0,0,10,0,29,5001,15406,10,0,29,5001,15406,10,0,29,4996,15411
IBMObjectStoreTrace078Part0,4610555,4.610555000000001,91176,1.9775493405891482,2277445,77816,2255294,0,0,0,49.39633081049895,1.6877794538835347,48.91588973561751,0.0,0.0,0.0,3215,3.5261472317276477,3215,9.862244450293938,150,2242975,12169,5956,46.32514114483726,23,439444.4222931473,279371.0,0,89089,2082,5,0,0,0,34409,3215,17873,29574,6064,41,0,0,0,32,1161,3745,7637,40977,32,1161,3745,7637,40977,32,1271,6294,4239,41716
IBMObjectStoreTrace079Part0,203798,0.203798,12608,6.186518022748015,101645,1047,101106,0,0,0,49.87536678475746,0.513744001413164,49.61088921382938,0.0,0.0,0.0,2150,17.05266497461929,2150,0.18242385786802032,73,99010,2023,958,6982.567491597311,5953.0,49444635.53386739,5008042.0,26,5068,2745,4374,377,22,22,49,2150,7692,2713,4,0,0,0,0,0,1,35,5218,5155,0,1,35,5218,5155,0,1,35,5905,4468
IBMObjectStoreTrace080Part0,9942302,9.942302,38144,0.38365360456763437,9506259,0,436043,0,0,0,95.61426518727755,0.0,4.385734812722446,0.0,0.0,0.0,0,0.0,0,0.0,1,435478,564,282,58.28548971911144,41.0,101978792.69709522,148173716.0,0,12251,1761,1360,22772,0,0,0,0,10962,6149,20285,748,0,0,0,8590,4440,4164,12708,8242,8590,4440,4164,12708,8242,8690,4337,3299,13870,7948
IBMObjectStoreTrace081Part0,7903320,7.90332,4281387,54.17200619486494,957452,1462096,2630131,0,2853641,0,12.114554389800741,18.49976971703031,33.278811942322974,0.0,36.10686395084598,0.0,176690,4.126933631554447,176690,0.4496440055524063,2599918,30213,0,0,227040859.1909774,101703878,4141075.000488416,2398004,57130,823011,914532,39632,0,0,0,4016841,176690,73484,14301,71,0,0,0,0,13880,5083,3982,11428,53483,13880,5083,3982,11428,53483,14222,5311,3870,10938,53515
IBMObjectStoreTrace082Part0,1526984,1.526984,35,0.0022920999827110173,1526984,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1650590.0,44262,0,26,8,1,0,0,0,0,0,17,17,0,0,0,0,1,4,5,0,0,26,4,5,0,0,26,4,5,0,10,16
IBMObjectStoreTrace083Part0,76717468,76.717468,29015803,37.82163796125284,24890697,10790097,34399041,0,6637633,0,32.444627864934226,14.064719914896045,44.83860311969629,0.0,8.652049100473441,0.0,2831732,9.759274971642178,2831732,0.1332963282112165,33832543,566470,28,14,370163802.34142184,426974050.5,3806894.9852631264,3668544,146067,10718014,12135337,118062,11888,0,0,21249532,2831732,4578679,355860,0,0,0,0,0,97682,76935,220617,1859228,2680077,97682,76935,220617,1859228,2680077,114935,84050,220834,1811473,2703247
IBMObjectStoreTrace084Part0,411167,0.41116699999999995,1,0.00024321017980528595,411167,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,26.0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
IBMObjectStoreTrace085Part0,10832655,10.832655,2883257,26.61634659277896,2714564,2688963,5429128,0,0,0,25.059082930269632,24.8227512091911,50.118165860539264,0.0,0.0,0.0,2714564,94.14922082908322,2714564,5.850779170916779,0,0,5429128,2714564,57.5784612188182,57.0,375617.67937682976,280299,0,2662992,220265,0,0,0,0,168693,2714564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBMObjectStoreTrace086Part0,272123,0.272123,2313,0.8499832796198777,270580,1543,0,0,0,0,99.4329769993716,0.5670230006283923,0.0,0.0,0.0,0.0,213,9.208819714656292,213,52.226545611759626,0,0,0,0,0,0,395022.95460440987,59229,0,2187,106,20,0,0,0,1208,213,495,215,144,32,6,0,0,7,7,13,108,757,7,7,13,108,757,7,8,15,132,730
IBMObjectStoreTrace087Part0,145566,0.145566,929,0.6381984804143824,145308,258,0,0,0,0,99.8227608095297,0.17723919047030215,0.0,0.0,0.0,0.0,157,16.89989235737352,157,0.0,0,0,0,0,0,0,478159.707212056,50874,0,861,58,10,0,0,0,0,157,283,334,139,13,3,0,0,1,14,20,136,601,1,14,20,136,601,1,14,38,185,534
IBMObjectStoreTrace088Part0,568533,0.5685330000000001,2699,0.47473057852402584,188788,1,379743,0,1,0,33.20616393419555,0.00017589128511449643,66.79348428323422,0.0,0.00017589128511449643,0.0,0,0.0,0,0.0,6997,45336,327410,130090,90.16641204838507,6.0,213081.2171174509,4862,16,2626,59,14,0,0,0,128,0,0,2567,4,0,0,0,0,0,0,0,2,2569,0,0,0,2,2569,0,1,0,1,2569
IBMObjectStoreTrace089Part0,1600207,1.6002070000000002,168331,10.519326562126025,221220,13679,1273454,91854,0,0,13.824461460298574,0.8548269067689367,79.5805792625579,5.740132370374583,0.0,0.0,7283,4.326594626064124,7283,1.1257581788262412,849650,196,423608,206504,7257.563797774553,8.0,1533021.5172249912,37201,6,153678,8555,5870,223,5,0,64324,7283,96620,88,14,2,0,0,0,4582,80688,7549,3726,179,4582,80688,7549,3726,179,4599,80898,7603,3450,174
IBMObjectStoreTrace090Part0,232338,0.232338,3447,1.4836143893809879,56148,0,176190,0,0,0,24.166516024068383,0.0,75.83348397593161,0.0,0.0,0.0,0,0.0,0,0.0,64848,1305,110037,54255,39.717782577393805,7.0,155688.97911227154,4905,165,3378,57,12,0,0,0,1760,0,0,1684,3,0,0,0,0,0,0,0,1687,0,0,0,0,1687,0,0,0,0,1687,0
IBMObjectStoreTrace091Part0,5266764,5.266764,2763,0.05246105578301971,1716045,1,3550718,0,0,0,32.582530753229115,1.8986990873333228e-05,67.41745025978001,0.0,0.0,0.0,0,0.0,0,0.0,135349,432265,2983104,1151546,69.84227852944575,63,189679.44444444444,4809,94,2691,59,13,0,0,0,207,0,0,0,2553,3,0,0,0,0,0,0,0,2556,0,0,0,0,2556,0,0,0,0,2556
IBMObjectStoreTrace092Part0,640975,0.6409750000000001,2730,0.4259136471781271,213102,1,427871,0,1,0,33.24653847653964,0.00015601232497367291,66.7531494988104,0.0,0.00015601232497367291,0.0,0,0.0,0,0.0,7692,35534,384645,160434,81.38997183213586,6.0,163394.06446886447,4709.5,94,2676,43,11,0,0,0,94,0,0,2631,5,0,0,0,0,0,0,0,1,2635,0,0,0,1,2635,0,0,0,1,2635
IBMObjectStoreTrace093Part0,5073387,5.073386999999999,319869,6.30484132198076,112464,14964,4944535,716,708,0,2.216743962169651,0.2949508878388343,97.46023711575718,0.014112859909957589,0.01395517432437147,0.0,7,0.0021883958745611484,7,0.47863344056473117,4433876,22735,487924,20271,114.75136027531042,9.0,11986.75576564156,71,137612,319822,19,19,9,0,0,319850,7,0,1,3,5,3,0,0,0,0,0,7,5,0,0,0,7,5,0,0,0,7,5
IBMObjectStoreTrace094Part0,464098,0.464098,21489,4.630272054609156,441828,18024,0,0,4246,0,95.20144452249309,3.8836625023163216,0.0,0.0,0.9148929751905847,0.0,116,0.5398110661268556,116,77.4070454651217,0,0,0,0,0,0,4474351.123497563,5243530.0,0,2660,15810,0,0,0,0,19654,116,20,215,1484,0,0,0,0,0,0,4,220,1495,0,0,4,220,1495,0,0,4,220,1495
IBMObjectStoreTrace095Part0,1645140,1.64514,683450,41.54357683844536,434111,631645,0,0,579384,0,26.387480700730638,38.39460471449239,0.0,0.0,35.21791458477698,0.0,301494,44.113541590460166,301494,26.597556514741388,0,0,0,0,0,0,31043.387347856195,754.0,0,537567,2395,152,0,0,0,325117,301494,56839,0,0,0,0,0,0,256,0,56583,0,0,256,0,56583,0,0,256,0,56583,0,0
IBMObjectStoreTrace096Part0,41163423,41.163423,29621215,71.96003840594112,6024252,9863248,24207588,0,1068335,0,14.634963666651338,23.961194869532594,58.808491218040835,0.0,2.595350245775236,0.0,4913375,16.58735132910652,4913375,0.04054526460173899,23749638,443083,14867,7402,167879198.85543802,120896006,6326210.876458139,4606990.5,3,4045537,19174825,5339782,2802,4,0,24230849,4913375,475858,1111,22,0,0,0,0,42696,70625,131038,146842,85790,42696,70625,131038,146842,85790,42851,71148,131453,146526,85013
IBMObjectStoreTrace097Part0,56546465,56.546465,6976,0.012336757036889929,146989,44,56399430,1,1,0,0.25994374714670493,7.781211433818187e-05,99.73997490382467,1.7684571440495883e-06,1.7684571440495883e-06,0.0,6,0.08600917431192662,6,0.0,331343,8870,56059217,137200,634397.4979735743,6.0,129314.50071674312,4183.0,470,6812,148,16,0,0,0,2419,6,1776,2774,1,0,0,0,0,0,0,0,1776,2775,0,0,0,1776,2775,0,0,0,1776,2775
